subgroup,subgroup_value,min_year,max_year,dv,formula,Intercept,year_estimate,year_pvalue,year_stderr
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_un_tenured_black_latino_american_indian_alaska_native_hawaiian_pacific_multiracial_total_pct,tenured_un_tenured_black_latino_american_indian_alaska_native_hawaiian_pacific_multiracial_total_pct ~ year_num,0.08891042508493835,0.006117437520436114,0.024295424261847037,0.0021380578618323464
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Grand_total_pct,tenured_full_Grand_total_pct ~ year_num,99.99999999999997,-4.6629367034256575e-15,0.5382181711306381,7.206218595529064e-15
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Grand_total_men_pct,tenured_full_Grand_total_men_pct ~ year_num,74.80924280843854,-0.6143025661229822,0.00029966567795930443,0.0928433791317206
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Grand_total_women_pct,tenured_full_Grand_total_women_pct ~ year_num,25.190757191561442,0.6143025661229778,0.0002996656779593324,0.09284337913172136
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_American_Indian_or_Alaska_Native_total_pct,tenured_full_American_Indian_or_Alaska_Native_total_pct ~ year_num,0.4256608817118143,-0.03440217512526487,0.07328394074722792,0.01633992956490687
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_American_Indian_or_Alaska_Native_men_pct,tenured_full_American_Indian_or_Alaska_Native_men_pct ~ year_num,0.27991478938845954,-0.017347621214112985,0.11483918863199602,0.009636125899438472
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_American_Indian_or_Alaska_Native_women_pct,tenured_full_American_Indian_or_Alaska_Native_women_pct ~ year_num,0.14574609232335478,-0.017054553911151876,0.052724151161613005,0.007324019602460724
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Asian_total_pct,tenured_full_Asian_total_pct ~ year_num,10.817919098390723,0.692489650579987,3.861079996741812e-06,0.053585436150122075
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Asian_men_pct,tenured_full_Asian_men_pct ~ year_num,8.368702124244084,0.4493462542512716,2.2186627239651322e-05,0.045183291978554294
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Asian_women_pct,tenured_full_Asian_women_pct ~ year_num,2.449216974146639,0.243143396328715,8.368197785713244e-05,0.02998925189959619
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Black_or_African_American_total_pct,tenured_full_Black_or_African_American_total_pct ~ year_num,2.584296774468033,-0.036624478865250186,0.052655562905223434,0.01572228776243788
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Black_or_African_American_men_pct,tenured_full_Black_or_African_American_men_pct ~ year_num,1.722075617842593,-0.03349489282501911,0.03733575608902224,0.013063776180381147
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Black_or_African_American_women_pct,tenured_full_Black_or_African_American_women_pct ~ year_num,0.8622211566254396,-0.003129586040231074,0.7139242991339276,0.008196584537916822
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Hispanic_or_Latino_total_pct,tenured_full_Hispanic_or_Latino_total_pct ~ year_num,5.445501786076139,0.6831475622098795,0.06351719812979158,0.31020060011111245
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Hispanic_or_Latino_men_pct,tenured_full_Hispanic_or_Latino_men_pct ~ year_num,3.4639240525782755,0.2746021365634465,0.0840717214033886,0.13645729185390768
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Hispanic_or_Latino_women_pct,tenured_full_Hispanic_or_Latino_women_pct ~ year_num,1.981577733497864,0.40854542564643304,0.05205756800229396,0.17479972477362746
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_total_pct,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_total_pct ~ year_num,0.042094510854779305,-0.0029347483626908396,0.5501810530810312,0.004676129216985351
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_men_pct,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_men_pct ~ year_num,0.03913706845097012,-0.00293474836269084,0.500747249812677,0.004134265991855902
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_women_pct,tenured_full_Native_Hawaiian_or_Other_Pacific_Islander_women_pct ~ year_num,0.0029574424038091842,9.557404219665044e-20,1.0,0.0012244974879644292
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Nonresident_alien_total_pct,tenured_full_Nonresident_alien_total_pct ~ year_num,1.4249800631925233,-0.055526378172168,0.2653244998953304,0.04586590954084067
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Nonresident_alien_men_pct,tenured_full_Nonresident_alien_men_pct ~ year_num,1.1298495250677743,-0.05638876122412967,0.1472294352347381,0.03460488362480898
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Nonresident_alien_women_pct,tenured_full_Nonresident_alien_women_pct ~ year_num,0.2951305381247487,0.0008623830519616663,0.9431472742329132,0.011667515030084138
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Race_ethnicity_unknown_total_pct,tenured_full_Race_ethnicity_unknown_total_pct ~ year_num,0.5207484900103316,0.12593168413902564,0.006770724920411905,0.033195518836757594
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Race_ethnicity_unknown_men_pct,tenured_full_Race_ethnicity_unknown_men_pct ~ year_num,0.41409472204312026,0.10524024623796031,0.006935665252401455,0.027876762666256216
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Race_ethnicity_unknown_women_pct,tenured_full_Race_ethnicity_unknown_women_pct ~ year_num,0.10665376796721143,0.020691437901065285,0.045345087871449904,0.008511026882999007
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Two_or_more_races_total_pct,tenured_full_Two_or_more_races_total_pct ~ year_num,0.007436685957838387,0.05063929228378674,0.0006016252862995106,0.008588082782485917
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Two_or_more_races_men_pct,tenured_full_Two_or_more_races_men_pct ~ year_num,-0.00227235631427772,0.04004909509526826,0.0010118206124231164,0.007420732081717675
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_Two_or_more_races_women_pct,tenured_full_Two_or_more_races_women_pct ~ year_num,0.009709042272116124,0.010590197188518473,0.006886276998930196,0.0028011453046459583
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_White_total_pct,tenured_full_White_total_pct ~ year_num,78.7313617093378,-1.4227204086873082,0.0009527055023965754,0.2608946516273156
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_White_men_pct,tenured_full_White_men_pct ~ year_num,59.39381726513754,-1.3733742746449755,0.0001364271538625099,0.18293078882377303
usnews_category,Special Focus Four-Year: Medical Schools & Centers,2012,2020,tenured_full_White_women_pct,tenured_full_White_women_pct ~ year_num,19.337544444200258,-0.04934613404233307,0.5711052298378718,0.08305311271641434
